support_tickets_last90d,label_churned,signup_date,region,is_premium,avg_monthly_spend,days_since_last_login,months_active,customer_id,primary_channel
2,0,2024-05-20,EMEA,0,610.18,85,29,54927,Mobile
2,0,2024-08-24,EMEA,0,41.77,3,25,73570,Mobile
0,0,2024-05-31,EMEA,1,322.65,70,27,47174,Web
2,0,2024-10-18,AMER,1,200.71,47,40,82757,Mobile
1,0,2024-12-25,AMER,0,19.99,22,21,57039,Web
0,1,2024-03-27,AMER,0,162.74,79,30,53783,WhatsApp
1,0,2024-12-04,AMER,1,301.71,2,15,31524,Web
3,0,2024-08-12,AMER,0,567.41,79,10,95971,Web
0,0,2024-11-10,AMER,0,446.87,80,38,60359,Mobile
2,1,2024-04-06,APAC,1,120.22,117,33,59202,Mobile
2,0,2024-03-12,EMEA,0,172.54,74,20,86530,Web
1,0,2024-02-26,EMEA,1,121.22,74,10,77750,Web
3,0,2024-12-28,APAC,0,137.86,15,3,92772,Web
0,0,2024-08-05,LATAM,0,191.96,63,39,21547,WhatsApp
2,0,2024-03-08,AMER,1,738.31,64,18,26767,Mobile
2,0,2024-12-28,EMEA,1,71.72,76,6,24941,WhatsApp
0,0,2024-07-05,LATAM,0,66.74,35,41,96207,WhatsApp
4,0,2024-05-15,EMEA,1,372.43,45,34,19353,Web
1,0,2024-06-11,AMER,1,125.01,6,40,45670,Web
0,1,2024-06-13,AMER,0,87.75,73,27,11419,Web
0,0,2024-03-01,EMEA,0,281.16,12,7,14216,Mobile
1,0,2024-04-25,APAC,1,308.53,106,2,60973,Web
0,0,2024-05-22,EMEA,1,130.21,76,17,44288,Retail
1,0,2024-11-13,APAC,0,43.58,99,2,90979,Mobile
2,0,2024-10-27,AMER,1,166.53,22,47,94543,WhatsApp
1,0,2024-11-27,APAC,1,103.76,113,42,57060,WhatsApp
3,0,2024-02-27,EMEA,0,315.33,64,7,85422,Web
3,0,2024-07-09,APAC,1,108.06,24,21,83168,Web
1,0,2024-06-05,APAC,1,350.42,82,10,54321,Retail
2,0,2024-03-31,AMER,0,99.82,12,13,14605,Web
1,0,2024-11-26,AMER,0,417.05,23,34,49569,Web
2,0,2024-04-11,APAC,0,111.79,34,16,60760,Mobile
1,0,2024-05-17,LATAM,0,258.15,7,34,13821,WhatsApp
2,1,2024-12-24,AMER,0,88.14,47,24,21568,Mobile
2,0,2024-01-11,AMER,1,103.32,5,17,18568,Mobile
1,0,2024-06-24,APAC,1,294.81,3,46,20307,WhatsApp
0,0,2024-10-31,EMEA,1,34.15,6,9,53188,Mobile
3,0,2024-04-24,AMER,1,287.16,51,19,29738,Web
0,0,2024-08-04,AMER,1,172.41,113,40,34131,Web
4,0,2024-01-25,APAC,0,619.0,47,26,27687,Mobile
1,0,2024-04-29,APAC,1,148.04,42,36,64149,Web
1,0,2024-10-08,APAC,1,323.7,111,30,88460,Web
1,1,2024-08-20,AMER,1,280.78,107,3,22993,Mobile
3,0,2024-08-19,EMEA,1,452.4,114,27,15995,Mobile
2,0,2024-05-25,APAC,1,114.36,116,23,76658,Web
1,0,2024-09-15,APAC,0,174.31,115,34,55774,Mobile
2,0,2024-07-14,APAC,1,359.12,119,40,75784,Web
3,1,2024-04-27,APAC,0,125.17,99,17,57480,Mobile
2,0,2024-05-17,APAC,0,211.36,27,32,10941,Web
1,0,2024-06-12,EMEA,1,123.83,46,19,10023,Mobile
2,0,2024-12-19,AMER,1,170.12,14,47,56741,Mobile
1,0,2024-10-24,APAC,0,284.74,117,13,42228,Web
2,0,2024-02-11,AMER,1,52.9,59,44,15797,Mobile
2,1,2024-10-31,APAC,0,80.56,28,8,94427,Retail
2,0,2024-08-10,APAC,1,379.17,16,6,81231,Web
0,1,2024-12-27,EMEA,1,48.81,97,23,10762,WhatsApp
0,0,2024-06-18,APAC,1,497.33,102,19,16334,WhatsApp
1,0,2024-02-19,APAC,1,196.84,96,1,42907,WhatsApp
0,0,2024-04-17,EMEA,0,479.5,91,30,75869,Web
1,0,2024-07-31,EMEA,0,600.65,94,40,86755,Retail
1,0,2024-02-25,AMER,0,76.19,110,44,55118,Mobile
6,1,2024-04-21,AMER,0,337.43,73,9,65207,Web
3,0,2024-04-23,LATAM,1,257.17,61,28,29948,Web
2,0,2024-08-16,AMER,0,190.81,79,15,76007,Retail
3,0,2024-03-12,EMEA,0,342.61,64,22,13700,Web
1,0,2024-10-15,AMER,1,38.21,70,12,73477,Mobile
3,0,2024-11-05,APAC,1,240.13,49,23,33206,WhatsApp
1,0,2024-05-22,APAC,0,214.64,87,2,81546,Mobile
4,0,2024-04-28,AMER,1,335.34,119,37,65513,Retail
1,0,2024-12-18,APAC,1,149.82,87,43,76847,Web
2,0,2024-09-21,APAC,0,97.82,34,43,33052,Retail
1,0,2024-01-20,EMEA,1,346.56,30,14,15105,Mobile
0,0,2024-12-29,EMEA,1,711.48,91,47,89565,Mobile
0,0,2024-10-03,EMEA,0,442.94,110,45,51282,Web
1,0,2024-11-13,APAC,1,267.08,21,22,22187,Mobile
3,0,2024-08-19,EMEA,1,573.28,34,13,37416,WhatsApp
0,0,2024-12-27,AMER,0,77.46,108,5,34950,WhatsApp
0,0,2024-08-30,LATAM,1,315.48,52,9,64589,Web
0,0,2024-02-28,APAC,0,282.56,11,19,29993,Retail
1,0,2024-06-25,EMEA,1,656.64,22,33,10823,WhatsApp
3,0,2024-05-02,LATAM,0,10.51,1,14,24544,WhatsApp
1,0,2024-02-16,AMER,0,319.69,22,34,28166,Retail
1,1,2024-05-10,APAC,0,82.55,62,8,72787,Mobile
2,1,2024-08-13,APAC,0,200.2,103,45,39641,Mobile
2,0,2024-06-01,APAC,0,441.5,116,11,85746,Mobile
1,0,2024-12-18,LATAM,0,235.73,101,11,51042,Mobile
1,1,2024-06-12,AMER,0,134.38,115,29,79408,WhatsApp
2,0,2024-10-04,AMER,1,115.73,60,7,22689,Mobile
2,0,2024-04-15,LATAM,1,123.29,32,15,40674,Web
1,0,2024-11-15,EMEA,0,313.69,84,44,22033,Mobile
1,0,2024-02-29,APAC,1,128.34,44,36,97147,Web
4,0,2024-04-19,AMER,0,103.9,25,6,64197,Mobile
4,0,2024-04-09,EMEA,1,718.74,14,21,55010,Mobile
3,0,2024-09-28,APAC,0,290.58,26,7,60494,Mobile
2,0,2024-12-28,EMEA,1,526.29,53,39,87142,Web
1,0,2024-11-23,APAC,0,50.95,46,36,30527,Web
1,0,2024-03-05,APAC,1,366.62,34,2,18304,Retail
0,0,2024-02-06,APAC,0,87.84,24,40,32851,Web
1,1,2024-04-24,LATAM,0,514.29,104,38,84417,Mobile
0,0,2024-02-20,AMER,1,414.04,91,6,27931,Web
0,0,2024-07-27,APAC,1,59.12,45,32,23772,Web
0,0,2024-06-07,AMER,1,214.09,48,46,83595,Retail
4,0,2024-04-16,APAC,1,165.62,25,21,50291,Web
1,0,2024-03-06,APAC,0,1077.31,66,42,44002,Web
3,0,2024-06-12,AMER,1,185.28,80,32,96170,Web
0,0,2024-12-26,EMEA,0,443.78,73,3,45086,Mobile
2,0,2024-04-16,EMEA,1,762.25,5,45,52491,Web
0,0,2024-03-02,EMEA,0,272.88,2,37,27133,Web
3,0,2024-04-04,APAC,0,215.33,111,2,79943,Retail
3,1,2024-03-14,APAC,0,43.94,107,24,97137,WhatsApp
2,1,2024-01-27,EMEA,0,254.65,59,9,57543,Retail
3,1,2024-03-31,APAC,0,178.34,33,11,63361,Mobile
2,0,2024-06-11,EMEA,1,524.51,47,8,10652,Web
0,0,2024-06-15,LATAM,1,196.84,68,37,67213,Web
1,0,2024-06-11,APAC,0,288.84,113,24,96440,Web
1,1,2024-09-14,EMEA,1,642.11,118,31,48232,Web
1,0,2024-01-13,AMER,1,218.4,74,14,24783,Web
1,0,2024-01-28,EMEA,0,340.49,68,41,96512,WhatsApp
1,0,2024-09-07,LATAM,0,189.34,88,30,44605,Web
3,0,2024-06-06,APAC,0,389.14,96,29,97026,Web
1,0,2024-01-26,APAC,1,64.65,53,31,21020,Retail
4,0,2024-11-28,LATAM,1,80.14,82,25,82653,WhatsApp
1,0,2024-11-30,AMER,0,453.58,51,45,50359,Web
1,0,2024-01-08,APAC,1,532.87,84,1,75482,Web
2,0,2024-08-29,APAC,1,372.91,2,3,24069,Web
1,0,2024-05-26,APAC,1,114.13,7,46,71110,Retail
1,0,2024-06-15,EMEA,1,414.38,81,24,25389,Web
0,0,2024-08-17,APAC,0,562.28,117,12,78234,Web
1,0,2024-06-04,APAC,1,108.04,2,17,61947,Mobile
2,1,2024-07-11,APAC,0,303.3,86,39,44097,Retail
2,0,2024-03-17,AMER,1,122.74,100,21,29043,Web
0,0,2024-05-12,AMER,1,293.99,48,9,66188,Mobile
2,0,2024-05-06,EMEA,1,782.67,21,21,88853,Retail
1,0,2024-10-09,AMER,0,392.06,71,24,26204,Retail
1,0,2024-03-02,APAC,1,231.11,116,45,50439,Web
1,0,2024-08-20,APAC,1,110.67,6,29,18328,Mobile
2,0,2024-08-23,AMER,1,466.97,84,25,96268,Web
1,1,2024-09-18,AMER,0,251.4,30,36,85894,Mobile
2,0,2024-09-16,APAC,1,182.8,44,22,27892,Mobile
2,0,2024-04-12,AMER,1,315.55,22,19,23128,Web
0,0,2024-01-09,EMEA,1,172.1,2,26,85824,Retail
1,0,2024-08-10,AMER,0,99.21,54,19,32741,Web
3,1,2024-05-19,APAC,1,350.14,66,13,72352,WhatsApp
1,0,2024-12-03,EMEA,1,91.77,52,36,87194,Retail
0,0,2024-03-16,APAC,1,134.11,90,23,11885,Mobile
3,1,2024-11-01,APAC,1,199.05,66,45,43944,WhatsApp
0,0,2024-06-24,APAC,1,494.53,56,3,79701,WhatsApp
2,0,2024-01-30,APAC,1,205.93,110,43,53170,WhatsApp
1,0,2024-06-10,APAC,0,786.2,49,43,14244,Web
1,0,2024-12-26,AMER,0,64.0,2,34,19511,WhatsApp
2,0,2024-02-13,APAC,0,566.98,16,16,25073,Retail
1,0,2024-11-11,AMER,0,322.26,43,8,79472,Mobile
2,0,2024-05-11,AMER,0,247.48,24,8,23971,Web
1,0,2024-08-17,APAC,0,324.6,8,29,95771,Web
1,0,2024-05-31,APAC,0,217.4,35,42,73041,Web
4,0,2024-11-16,APAC,1,65.91,88,8,65509,Web
2,0,2024-11-01,LATAM,0,203.66,84,27,92112,Mobile
3,1,2024-04-10,LATAM,1,55.39,95,34,60894,Web
2,0,2024-10-11,APAC,1,252.17,21,36,52238,Mobile
2,0,2024-09-30,APAC,1,572.35,19,39,41763,Retail
1,0,2024-05-08,EMEA,1,183.69,4,19,34090,Mobile
2,1,2024-02-06,AMER,0,92.05,111,36,52346,Retail
0,0,2024-10-02,EMEA,1,17.32,67,39,40899,Retail
3,0,2024-02-12,EMEA,1,543.05,95,37,46531,WhatsApp
1,0,2024-07-02,LATAM,1,275.9,7,43,42887,Web
1,0,2024-07-23,AMER,1,269.0,115,1,32556,WhatsApp
2,0,2024-08-23,EMEA,1,144.09,52,34,97563,Web
1,0,2024-01-05,AMER,0,305.87,40,47,57170,Web
2,0,2024-02-20,APAC,1,107.58,53,16,37415,Retail
3,0,2024-06-19,EMEA,0,134.46,52,44,36545,Web
2,0,2024-06-10,APAC,1,113.95,91,24,61623,Web
1,0,2024-11-27,APAC,1,281.28,8,30,73276,Web
6,0,2024-06-17,APAC,1,598.12,5,13,64471,Mobile
1,0,2024-08-06,EMEA,0,357.14,31,9,33321,Web
3,0,2024-12-15,APAC,1,243.34,17,11,48772,Mobile
0,0,2024-12-11,APAC,1,230.69,116,14,22419,Mobile
2,0,2024-12-24,LATAM,0,73.54,86,37,44075,Web
3,1,2024-11-14,EMEA,1,83.48,44,3,93334,Web
1,0,2024-07-30,APAC,1,148.53,68,7,61892,Web
2,0,2024-06-20,AMER,1,358.68,104,33,45905,Mobile
0,0,2024-07-31,AMER,0,132.04,114,30,88756,WhatsApp
2,0,2024-04-01,APAC,1,239.8,6,14,35943,WhatsApp
1,0,2024-02-02,APAC,1,128.47,26,8,16184,Web
2,0,2024-07-19,APAC,1,120.7,68,47,75864,Mobile
3,0,2024-06-19,APAC,1,532.73,37,22,83846,WhatsApp
2,0,2024-07-01,APAC,1,313.2,57,9,40785,Mobile
3,0,2024-02-24,EMEA,0,54.73,108,3,84277,Mobile
0,0,2024-01-08,APAC,1,156.56,54,29,65795,Retail
2,0,2024-08-17,APAC,1,159.8,93,46,33312,Mobile
0,0,2024-04-26,LATAM,0,404.65,77,17,76274,Web
1,0,2024-09-23,EMEA,1,116.48,71,40,61076,Mobile
0,0,2024-08-24,EMEA,0,212.68,109,44,84879,Mobile
1,0,2024-01-10,EMEA,0,165.04,23,33,37607,Mobile
1,0,2024-07-04,LATAM,0,61.99,104,19,94012,Web
4,0,2024-03-24,EMEA,0,282.47,49,14,39371,Web
4,0,2024-03-04,LATAM,1,51.57,70,28,76568,Web
0,0,2024-09-06,AMER,1,315.69,68,28,73312,Web
0,0,2024-04-30,AMER,0,152.18,39,8,66948,Web
0,0,2024-05-21,AMER,0,106.96,105,31,25368,Mobile
2,0,2024-03-31,LATAM,1,335.67,2,21,72538,Web
3,0,2024-06-24,EMEA,0,377.61,64,11,72882,Web
3,0,2024-07-10,LATAM,0,182.13,9,11,81513,Mobile
1,0,2024-12-10,EMEA,1,276.57,13,11,90071,WhatsApp
0,0,2024-09-13,APAC,1,588.32,63,12,84367,Mobile
1,0,2024-08-27,EMEA,1,119.1,80,14,17177,Web
1,0,2024-08-09,EMEA,0,265.72,75,21,57258,Web
3,0,2024-05-26,APAC,1,697.25,21,22,62711,Mobile
0,0,2024-10-26,APAC,0,257.3,90,28,94917,Web
2,0,2024-07-17,AMER,0,84.18,105,20,65726,Mobile
2,0,2024-12-28,AMER,1,202.44,38,26,43805,Web
2,0,2024-02-27,EMEA,0,565.65,43,31,36505,Mobile
0,0,2024-05-29,AMER,1,449.96,99,44,34331,Mobile
3,0,2024-07-01,EMEA,0,575.6,56,22,30958,Mobile
0,0,2024-05-24,LATAM,0,21.76,19,45,31006,Mobile
2,0,2024-07-24,AMER,0,186.27,97,21,20453,Mobile
3,1,2024-01-10,AMER,0,118.51,72,15,20919,Mobile
5,0,2024-02-19,AMER,0,478.69,52,2,31401,WhatsApp
3,0,2024-11-20,APAC,0,268.52,84,32,25462,Web
5,0,2024-06-30,APAC,0,363.37,75,6,14774,Web
2,0,2024-10-15,EMEA,1,200.35,108,24,84451,Mobile
1,0,2024-11-19,APAC,0,449.02,52,33,92289,Web
2,1,2024-05-22,AMER,0,222.78,79,25,36975,WhatsApp
2,1,2024-07-06,LATAM,0,49.87,58,10,46363,Mobile
1,0,2024-07-21,APAC,1,330.38,90,5,32160,WhatsApp
2,0,2024-01-07,LATAM,1,188.44,54,42,15707,Web
4,1,2024-08-22,EMEA,0,528.48,87,39,65994,Web
5,1,2024-05-13,AMER,0,276.74,99,20,55613,Mobile
1,0,2024-08-02,APAC,0,458.98,9,28,94727,Mobile
1,0,2024-12-16,APAC,0,662.85,98,45,75212,Web
1,0,2024-01-02,APAC,1,72.73,74,18,43470,Mobile
2,0,2024-02-24,APAC,1,435.5,7,33,16033,Web
0,0,2024-11-07,APAC,1,189.21,45,32,35036,Retail
1,0,2024-03-08,AMER,0,282.25,79,31,51525,Mobile
2,1,2024-12-16,AMER,1,558.92,50,4,12322,Web
3,0,2024-05-19,APAC,1,469.76,72,17,24633,Web
2,0,2024-07-25,APAC,1,108.28,24,10,84647,Web
2,0,2024-12-25,AMER,1,118.78,16,33,24031,Mobile
2,0,2024-08-16,AMER,0,163.06,103,45,63392,Mobile
0,0,2024-03-18,EMEA,0,394.9,104,28,51662,Web
1,0,2024-03-12,EMEA,1,172.31,64,25,80444,Web
0,0,2024-09-17,AMER,0,65.17,10,40,46851,Mobile
1,1,2024-06-02,EMEA,0,277.68,116,32,83423,WhatsApp
1,0,2024-04-12,EMEA,1,213.59,36,8,62745,Web
1,0,2024-10-02,EMEA,0,47.95,56,47,69154,Mobile
1,1,2024-07-26,LATAM,0,236.85,91,33,39962,Mobile
2,1,2024-12-16,AMER,1,60.27,97,23,57377,Mobile
1,0,2024-01-16,AMER,1,571.65,31,14,29092,Retail
1,0,2024-06-02,LATAM,0,238.27,59,12,10414,Retail
1,0,2024-07-12,EMEA,0,407.17,46,5,27715,Web
2,0,2024-01-02,LATAM,0,151.73,7,45,60204,Retail
1,0,2024-12-03,AMER,0,122.1,70,38,11113,Web
2,0,2024-05-25,AMER,0,330.23,39,8,59606,Web
4,0,2024-11-07,AMER,0,21.66,34,8,46656,Retail
2,1,2024-01-16,EMEA,1,70.22,111,23,90825,Web
1,1,2024-06-17,EMEA,0,254.53,100,41,48298,Mobile
0,0,2024-05-11,APAC,0,44.17,87,35,70825,Mobile
2,1,2024-11-26,APAC,0,721.52,57,31,41875,Web
2,0,2024-12-18,LATAM,1,87.79,47,25,42838,WhatsApp
0,0,2024-11-04,AMER,0,98.87,56,28,63475,Retail
2,0,2024-03-15,APAC,1,61.78,39,16,35733,Mobile
0,0,2024-08-13,EMEA,1,308.62,57,11,80568,Web
0,1,2024-06-22,APAC,0,124.59,89,19,67286,Web
2,0,2024-11-14,AMER,1,117.62,54,32,81528,Web
1,0,2024-09-06,LATAM,0,62.15,61,3,51823,Web
5,0,2024-04-28,EMEA,1,831.17,17,34,48587,Web
1,0,2024-03-30,AMER,1,53.97,43,29,63875,WhatsApp
2,1,2024-03-02,APAC,0,269.73,119,13,72101,Web
3,0,2024-05-18,AMER,0,358.35,112,34,65829,Web
1,0,2024-07-25,APAC,1,179.85,108,6,88458,Web
1,0,2024-06-15,AMER,0,141.41,16,9,28434,Web
2,0,2024-05-19,AMER,0,151.46,21,2,26183,Retail
4,0,2024-05-19,APAC,1,506.18,45,29,93648,Retail
2,0,2024-03-02,AMER,1,80.49,109,28,39676,WhatsApp
1,0,2024-03-12,APAC,0,531.62,30,28,56521,Mobile
2,1,2024-03-07,EMEA,0,114.18,82,6,49662,Mobile
1,0,2024-06-21,APAC,1,232.83,99,14,18528,Retail
0,0,2024-03-14,APAC,0,215.67,92,44,70365,Retail
1,0,2024-05-27,AMER,0,349.85,73,29,90654,Web
2,0,2024-07-25,AMER,1,483.92,105,13,44482,WhatsApp
1,0,2024-02-09,AMER,1,360.87,37,10,90910,WhatsApp
3,0,2024-05-11,AMER,1,195.88,71,47,69672,Web
3,1,2024-08-07,APAC,1,225.44,67,42,70648,Web
0,0,2024-10-14,EMEA,0,119.38,18,2,84716,Web
0,0,2024-08-14,AMER,1,88.04,95,46,15877,Web
3,1,2024-03-22,LATAM,1,267.91,80,31,95237,Retail
1,0,2024-04-26,APAC,0,337.19,99,6,80706,Mobile
2,0,2024-01-31,LATAM,0,20.21,89,6,39113,WhatsApp
2,0,2024-07-31,APAC,0,60.73,7,18,14757,Web
0,0,2024-11-25,EMEA,1,241.6,55,8,24179,Mobile
1,0,2024-11-26,APAC,1,268.71,61,26,12528,Mobile
1,0,2024-06-16,LATAM,0,83.6,45,41,86841,Mobile
2,1,2024-06-26,APAC,0,408.02,67,35,20714,Mobile
0,0,2024-04-14,APAC,1,607.74,6,47,14324,Web
1,1,2024-09-22,APAC,0,56.58,111,44,97154,Web
4,1,2024-05-02,LATAM,0,570.16,83,7,31522,Retail
1,0,2024-11-04,LATAM,0,576.74,2,12,92789,Retail
2,0,2024-03-18,AMER,1,100.48,42,29,12876,Mobile
2,0,2024-11-28,EMEA,0,175.76,35,19,24804,Mobile
1,0,2024-02-17,APAC,1,103.51,119,11,44761,WhatsApp
3,0,2024-11-02,AMER,0,106.18,99,3,69567,Retail
1,0,2024-02-10,AMER,1,188.85,35,28,27066,Web
0,0,2024-10-09,APAC,0,201.65,108,37,47482,Mobile
2,0,2024-07-16,EMEA,1,243.52,84,44,13732,Web
0,0,2024-04-26,EMEA,0,378.47,69,5,11355,WhatsApp
1,0,2024-12-29,LATAM,0,228.48,45,5,13587,Web
1,0,2024-12-11,AMER,0,277.26,97,16,25542,Web
1,0,2024-05-20,APAC,1,95.98,113,20,32980,Mobile
0,0,2024-09-15,AMER,0,301.78,29,34,95392,Web
3,0,2024-04-07,AMER,1,276.02,10,31,64354,Mobile
2,0,2024-03-18,EMEA,1,436.67,71,2,11387,Web
2,0,2024-05-26,EMEA,1,316.44,10,26,72892,WhatsApp
1,0,2024-07-11,EMEA,1,244.94,109,38,79979,WhatsApp
1,1,2024-10-05,APAC,1,17.21,89,6,78656,Web
0,1,2024-11-08,APAC,0,131.27,62,7,30409,Retail
1,0,2024-11-30,EMEA,0,363.7,86,24,89467,Mobile
2,0,2024-08-24,APAC,1,293.69,110,13,55139,WhatsApp
1,0,2024-10-03,EMEA,0,138.5,54,36,16910,WhatsApp
3,0,2024-02-13,EMEA,0,526.8,3,6,70280,Retail
5,0,2024-02-11,EMEA,1,65.99,16,41,36889,Web
0,0,2024-09-07,AMER,0,456.84,2,36,33347,Retail
3,0,2024-05-27,APAC,1,208.13,6,18,22587,Mobile
0,0,2024-10-12,EMEA,0,668.55,86,24,63688,WhatsApp
2,0,2024-10-22,EMEA,0,273.83,2,20,14388,WhatsApp
2,1,2024-10-12,LATAM,0,165.96,76,34,93347,Retail
1,0,2024-05-31,AMER,1,170.14,24,17,55694,Retail
2,0,2024-08-10,EMEA,1,57.02,20,34,36517,Mobile
1,0,2024-05-17,APAC,0,326.81,35,39,51321,Web
3,0,2024-05-06,APAC,1,79.04,65,14,97818,Web
3,0,2024-01-08,EMEA,1,402.58,91,47,52325,Mobile
1,0,2024-10-15,APAC,0,335.27,110,34,71632,Web
0,0,2024-12-06,AMER,1,304.48,106,46,70792,Mobile
3,0,2024-03-31,AMER,1,370.86,42,44,26140,WhatsApp
3,0,2024-02-20,LATAM,1,339.43,54,32,52339,Web
2,0,2024-06-19,APAC,1,752.22,72,39,88180,Web
2,0,2024-03-02,APAC,1,567.4,95,42,50724,WhatsApp
1,0,2024-08-22,APAC,0,500.6,10,21,24287,WhatsApp
1,1,2024-12-17,LATAM,1,98.87,70,1,75104,WhatsApp
0,1,2024-05-03,APAC,1,237.92,106,6,53569,Mobile
0,0,2024-10-25,AMER,0,75.35,80,13,14403,Mobile
4,0,2024-03-20,EMEA,0,215.3,55,26,90629,WhatsApp
0,0,2024-01-16,AMER,0,79.11,114,4,47465,Mobile
1,0,2024-08-18,EMEA,1,370.37,68,46,36541,Web
2,0,2024-02-29,EMEA,1,4.06,33,41,37107,WhatsApp
1,0,2024-11-15,APAC,0,115.71,55,35,24824,Mobile
5,0,2024-01-30,APAC,0,240.07,57,33,70014,WhatsApp
1,0,2024-02-22,AMER,0,323.39,84,15,35916,Mobile
6,0,2024-12-09,AMER,0,358.02,11,19,91211,Web
6,0,2024-02-12,APAC,0,264.19,52,18,76742,WhatsApp
0,0,2024-03-31,APAC,0,890.85,118,42,42926,WhatsApp
2,0,2024-03-09,APAC,0,131.73,99,31,65736,Web
2,0,2024-09-18,EMEA,0,302.45,21,22,36384,Web
2,0,2024-03-25,EMEA,0,106.98,51,29,64328,Web
2,0,2024-11-24,LATAM,0,204.86,87,11,34368,Retail
1,0,2024-08-14,APAC,0,313.74,8,8,13970,Mobile
4,0,2024-08-07,EMEA,1,541.76,110,8,98925,WhatsApp
2,0,2024-03-22,AMER,1,230.67,18,7,37472,Web
1,0,2024-10-01,AMER,0,359.4,94,19,93700,WhatsApp
3,0,2024-12-03,AMER,0,230.24,20,29,34743,Mobile
4,0,2024-12-14,APAC,1,360.79,105,31,42383,WhatsApp
0,0,2024-05-18,LATAM,1,334.03,44,36,22977,Web
1,0,2024-06-04,APAC,0,252.37,89,35,71941,Web
0,0,2024-01-27,AMER,1,226.93,15,34,12130,Mobile
1,0,2024-09-19,APAC,1,245.2,116,1,63710,WhatsApp
3,0,2024-08-02,EMEA,1,199.23,8,36,20408,Web
0,0,2024-08-27,EMEA,1,141.0,102,42,30614,WhatsApp
1,0,2024-12-10,APAC,1,232.05,70,43,56998,Web
1,0,2024-05-22,APAC,0,300.77,16,22,33459,Web
3,0,2024-11-29,AMER,0,494.62,45,36,54328,Web
2,0,2024-12-18,APAC,0,554.71,83,30,26914,Web
1,0,2024-11-16,LATAM,0,482.62,17,3,70370,Retail
2,0,2024-06-02,APAC,0,667.58,63,16,59442,WhatsApp
3,0,2024-07-07,EMEA,1,582.44,35,12,47137,Mobile
4,0,2024-02-26,APAC,0,131.0,5,30,61971,Web
0,0,2024-09-21,APAC,1,455.27,61,43,70227,Web
4,1,2024-09-27,APAC,0,449.46,102,32,97883,Web
2,1,2024-03-20,APAC,0,175.04,55,6,57828,Web
1,0,2024-11-25,AMER,1,606.48,74,22,58870,Mobile
1,0,2024-04-06,APAC,0,154.71,4,23,83161,Mobile
0,0,2024-08-23,AMER,1,335.25,31,43,31091,Web
2,0,2024-09-12,EMEA,0,151.75,13,36,79776,Web
2,0,2024-11-17,APAC,0,169.81,9,33,38131,WhatsApp
0,0,2024-07-23,APAC,1,149.64,100,18,37520,WhatsApp
0,0,2024-08-10,LATAM,1,551.61,72,4,60903,Retail
3,1,2024-05-09,APAC,1,225.65,36,15,98063,WhatsApp
2,0,2024-06-17,APAC,1,220.84,6,3,13940,Web
1,0,2024-12-18,LATAM,0,224.75,107,43,57725,Web
3,0,2024-07-24,EMEA,1,426.82,62,30,49381,Mobile
4,0,2024-11-30,EMEA,0,397.96,78,38,88316,Web
2,0,2024-04-03,EMEA,1,389.29,18,12,39132,Web
1,1,2024-10-27,APAC,0,205.39,10,21,40237,Retail
0,0,2024-10-07,AMER,0,127.24,58,11,29224,Web
0,0,2024-03-05,APAC,0,403.82,82,32,11033,Mobile
1,0,2024-06-29,AMER,0,261.76,47,28,33824,Web
1,0,2024-05-19,APAC,0,314.03,87,2,51795,Mobile
4,1,2024-10-05,EMEA,1,160.86,112,25,39310,Web
3,0,2024-05-01,AMER,0,967.95,98,5,66301,Web
1,0,2024-11-30,APAC,0,279.5,39,32,46852,Mobile
0,0,2024-10-09,EMEA,1,450.12,70,11,39200,Web
2,0,2024-08-07,EMEA,1,540.74,23,19,55933,Web
4,0,2024-05-15,AMER,0,567.61,85,13,75423,Mobile
2,1,2024-08-29,EMEA,0,241.42,114,28,67455,WhatsApp
0,1,2024-08-10,LATAM,0,46.97,106,18,78195,Web
1,1,2024-04-28,APAC,0,129.21,33,3,15788,Mobile
2,1,2024-02-20,LATAM,0,168.75,93,12,24701,WhatsApp
1,0,2024-02-23,APAC,0,44.69,91,12,21655,Web
1,1,2024-10-31,AMER,0,229.34,119,8,32427,Mobile
2,0,2024-01-19,APAC,1,382.54,56,6,55910,Web
1,0,2024-03-31,EMEA,1,293.04,71,41,84341,Mobile
3,0,2024-06-26,AMER,1,259.77,93,2,95818,Mobile
1,0,2024-08-27,APAC,0,154.08,33,17,67314,Web
1,0,2024-03-05,AMER,1,22.04,4,20,29194,Retail
3,0,2024-04-09,APAC,0,41.77,6,44,96721,Retail
1,0,2024-03-18,AMER,1,228.81,21,43,21828,Mobile
2,0,2024-10-09,AMER,0,157.69,0,22,25061,Mobile
3,0,2024-01-16,APAC,1,197.77,90,25,10724,Mobile
5,0,2024-07-12,EMEA,0,84.03,76,23,39534,Mobile
1,0,2024-08-24,LATAM,1,155.23,71,47,81721,Web
1,1,2024-08-08,LATAM,1,69.06,68,40,28447,Retail
3,0,2024-01-30,AMER,0,15.78,71,4,95626,Mobile
2,0,2024-01-11,LATAM,1,354.21,35,29,85240,Web
1,0,2024-09-20,LATAM,0,136.39,118,46,59038,Web
2,0,2024-04-16,APAC,1,88.47,83,16,42491,Web
2,0,2024-05-26,AMER,1,470.16,70,29,42894,Mobile
3,0,2024-07-14,APAC,1,191.23,54,37,17575,Web
0,0,2024-12-22,AMER,0,184.86,55,6,32874,Mobile
